m/z,Jant_AD80_1,Jant_AD80_2,Jant_AD80_3,Serratia_PRI_1,Serratia_PRI_2,Serratia_PRI_3,TSB-agar__1,TSB-agar__2,TSB-agar__3
729.9230432,0.001463654,0.005491025,0.01133434,0.006596365,0.000888153,0.002554143,0.0003384,0.003292769,0.000693734
732.5642098,0.001702871,0.00578297,0.003399305,0.001638236,0.002277246,0.001306076,0.000671918,0.00332261,0.001144096
733.5733494,0.001877329,0.011054821,0.015864733,0.01803154,0.002539206,0.003392852,0.000744302,0.003334012,0.001914689
734.5728432,0.001690607,0.006131836,0.009914352,0.011726588,0.000814889,0.003038423,0.00081966,0.003345305,1.34E-05
735.5739765,0.000637096,0.002487187,0.003857992,0.006703391,0.000854428,0.001392892,0.001004205,0.003356616,0.00056595
742.6065098,0.00050539,0.00549341,0.007690319,0.007079859,0.001043709,0.001343385,0.000591577,0.003436074,0.000208394
745.5311553,0.001652549,0.011847997,0.015239877,0.00540699,0.001378549,0.001885615,0.002080502,0.003469119,0.005854673
749.605959,0.008416937,0.058956743,0.041048496,0.021842856,0.010596415,0.005890371,0.005279204,0.006823243,0.063300996
750.528231,0.011905308,0.039606367,0.027629374,0.014187452,0.010014314,0.006537944,0.006447551,0.006589265,0.042607268
751.6100914,0.005613629,0.034068956,0.022628132,0.013413643,0.00655182,0.003682779,0.004664584,0.003021596,0.036806787
752.6163298,0.006086004,0.022563295,0.013464485,0.00865148,0.003670284,0.003012751,0.002689094,0.001648068,0.024487801
753.6156567,0.002538038,0.010599356,0.006206521,0.003943375,0.003132605,0.002729871,0.002609747,0.001105459,0.010936845
755.0398303,0.001176724,0.002404981,0.001754546,0.001659316,0.001245531,0.000944414,0.000561257,0.000964676,0.005473623
759.6250553,0.001110052,0.005929811,0.01135171,0.007799456,0.001370401,0.001889535,0.000953217,2.47E-05,0.006419511
761.5422432,0.000354657,0.003870525,0.002661406,0.001852208,0.000626445,0.001106724,0.000860949,2.15E-05,5.19E-05
773.8460631,0.000321288,0.001949312,3.39E-05,0.004218709,0.000543643,0.000213089,0.001186736,9.01E-07,0.006092593
777.63519,0.001573062,0.006384175,0.001793665,0.000975146,0.001017928,0.000436281,0.000527917,5.32E-05,0.005154556
779.5777489,0.00192311,0.002126374,0.000433279,0.002864565,0.000639171,0.000255891,0.000935786,6.12E-05,0.000645385
781.5870964,0.001681504,0.003362917,0.000869932,0.004314724,0.00099275,0.000415766,0.000952582,6.95E-05,0.00272196
789.2774803,0.000867719,0.005348326,0.006750714,0.00760317,0.001282872,0.000275436,0.000951582,0.000101093,0.005657379
790.2834553,0.000702165,0.003145387,0.003850297,0.005111755,0.000841197,0.000329542,0.001123713,0.000105231,0.002499659
820.712102,0.000458029,0.001439496,0.003587986,0.006767291,0.002224041,0.000429548,0.001284996,0,0.005925161
859.9008232,0.000106281,0.000392245,0.015977571,0.001801584,0.000394573,0.002250409,0.000151438,0,0.000292724
887.2282053,0.000425665,0.00260032,0.007249317,0.004294887,0.001342972,0.000440443,8.38E-05,0,0.003084609
920.9579234,0.000161674,0.001734131,0.004435537,0.000643095,0.000475666,0.000512313,0.000166325,0,0.005325664
955.1244098,0.000349754,0.002224281,0.002539037,0.002698842,0.000459954,0.000841702,0.000398814,0,0.002671282
1056.025743,0.000268038,0.004199968,0.009077275,0.002488787,0.000249816,0.000169951,0.000387986,0,0.001368214
1057.949105,0.00029746,0.004088083,0.005166757,0.002243201,0.000260039,0.0002073,0.000439176,0,0.002694128
1241.58598,0.00034222,0.004187774,0.003778142,0.003116319,0.000369152,0.000296777,0.000494369,0,0.004007475
1477.587255,0.0005165,0.005332385,0.005631987,0.004955911,0.000359109,0.000572805,0.000520297,0,0.005721103
