"","BurAD24_1","BurAD24_2","BurAD24_3","ColTer10_1","ColTer10_2","ColTer10_3","ColTer282_1","ColTer282_2","ColTer282_3","ColTer291_1","ColTer291_2","ColTer291_3","ColTer331_1","ColTer331_2","ColTer331_3","ColTer6_1","ColTer6_2","ColTer6_3","ColTer91_1","ColTer91_2","ColTer91_3","DyAD56_1","DyAD56_2","DyAD56_3","JantAD80_1","JantAD80_2","JantAD80_3","PaenAD87_1","PaenAD87_2","PaenAD87_3","PsAD210_1","PsAD210_2","PsAD210_3","SerratiaPRI_1","SerratiaPRI_2","SerratiaPRI_3","TSB-agar_1","TSB-agar_2","TSB-agar_3"
"group","BurAD24","BurAD24","BurAD24","ColTer10","ColTer10","ColTer10","ColTer282","ColTer282","ColTer282","ColTer291","ColTer291","ColTer291","ColTer331","ColTer331","ColTer331","ColTer6","ColTer6","ColTer6","ColTer91","ColTer91","ColTer91","DyAD56","DyAD56","DyAD56","JantAD80","JantAD80","JantAD80","PaenAD87","PaenAD87","PaenAD87","PsAD210","PsAD210","PsAD210","SerratiaPRI","SerratiaPRI","SerratiaPRI","TSB","TSB","TSB"
"312.3/82","3231.84745525159","111223.402600532","18591.2837820053","110814.334358778","170247.439429373","339313.57179134","139648.169374961","135838.348305751","0","70836.1941180557","421934.603858707","152994.031192407","57672.6424391444","246346.771827906","855.795813106104","40376.0599842325","47891.3583833822","9291.79603377008","305338.989995718","372291.080157724","41414.2734599702","13234.1584095556","84164.6630902656","157470.725654304","0","78891.5209409757","99773.4095999077","0","2402.99593998085","134696.277025071","29676.8147946759","16237.6544010335","17002.4281266982","6197.91614457423","16587.476735675","336.969743436697","14228.5966974571","120293.002401426","349387.597566998"
"315.1/49","60283.3003867537","231011.925360339","327792.889737375","246984.048093186","319822.728353874","136406.669909951","12694.9847753906","248940.962884128","576693.702958462","4610.48045817018","53930.2196049653","102189.458290774","3022.60400585002","41864.9891607073","150681.117421875","166855.744899489","341914.322441268","67180.6048657896","163445.43719923","22799.5791238191","29660.3738832218","65029.7267664475","510121.520791322","418065.802579437","272481.921597331","594542.543567307","242676.315090588","608143.077008249","24632.6928754772","576958.827563167","95341.4170767188","18673.7537642497","636926.714444318","173921.894075866","111664.390501051","66706.1899445068","103420.205452345","593348.570269707","551060.123725423"
"317.1/48","1393.42224800587","17232.0941707119","89921.79834375","11048.0009989043","0","0","0","0","0","6684.70887646079","0","6637.00361839123","5451.03249412961","0","6862.77770465612","4650.30428220828","11123.8748090963","4346.68185376003","0","0","0","13879.1415825293","21853.9715551953","30705.1245266944","35945.7738753516","0","0","3440.07930119832","0","24040.0242827088","0","21379.6600840942","0","35472.6293591309","4974.5833510682","2435.22230063875","10446.0686246976","15141.4012247287","0"
"319.2/98","7700.65867282748","46134.8316255063","20773.9008211313","9773.54986912229","44846.3470664422","116512.680254138","4680.13068681583","187450.96756652","49575.6898938445","32607.8789732978","77142.7530454546","70352.6237460936","32289.2124409899","30619.6911625028","69904.0698242188","33781.2885269003","4975.43015258788","6324.49785517864","51741.5998857975","69416.4286200941","19188.7953468867","15749.8329894067","5654.64529426955","16869.2904500328","0","0","38237.6242977567","47514.5515535831","95120.7998914123","97882.636285916","79751.2429295182","31975.917420572","33988.2500162721","17364.2789274275","1201.76223885193","1559.66689497613","23411.9615427479","30966.9558683733","0"
"322.2/75","0","4365.16550025344","12259.3194123333","5746.35427891215","0","0","16896.0112893283","0","0","0","0","0","0","0","21220.9514591657","7903.48820548356","3690.35682160673","3593.50236922409","0","0","0","16763.4431534807","8227.30329052735","0","0","0","16572.5982196008","13391.9849265106","0","0","11638.0136629332","10560.7180900723","0","39523.5748639544","37983.9871573336","6687.80326660155","23836.6583664417","0","0"
"323.2/63","4095.74107206613","41656.7328957813","51718.1333937305","1688.50934104063","15602.9512401223","37579.731342266","24184.0631489843","41394.988803044","15692.8286819503","50686.1640247375","35581.0403035991","80576.5055951178","428.786729954183","36743.0398200197","5625.81947772726","5613.52878499553","2578.87097939228","5612.92249447148","46432.7062248945","132007.499171332","2826.19655505506","8206.52673273139","11405.9184208749","19152.3735448718","94788.078455247","29899.4079900235","0","22490.4757962786","0","0","0","9967.76074062906","17367.0321802676","3337.16422756435","7374.80942495018","14974.7562759375","0","62749.4811197917","75540.3747018546"
"331.2/41","5129.90867315215","188499.913078547","59245.0592578125","44729.7804079008","248495.325778132","218323.259498481","54999.2678457484","156931.006759821","99634.2009833241","33502.386906907","105348.033869052","48357.8947912157","11866.6198179439","203230.65968387","57244.5519456638","21711.1144713797","37229.3292605566","28544.6967746957","95180.6728847504","64283.8949375451","4867.63940304518","25751.3964934021","72217.5287843049","172649.141865754","57819.4671605056","403812.246086369","55549.6396044791","79035.0575989723","3914.22287207363","158046.772480888","178775.652590358","10131.3990772476","175108.098446003","104587.142207031","61481.1241472885","27304.5059335049","297856.928424972","133595.57937129","174470.780563594"
"332.3/76","66220.0518839657","399999.55259718","34476.5690538585","15606.2748910766","317951.470265463","220723.947431016","218090.01075772","127500.137213208","153080.628136918","151314.312431827","138527.605906315","51808.8377326562","56535.1028082073","103780.134096831","1224.7830974292","39001.8722264022","66033.0058007813","6668.76118089111","109267.144841082","144190.294135362","98307.8387864307","7114.6671090161","32795.7946468145","54624.0696692541","19496.7678930759","76869.2239695191","82559.4063646674","4847.97454749048","417306.634443149","540387.648519009","76255.4975348711","88264.7586209178","88917.0927175283","1463.4907807298","0","0","0","239175.302592836","73909.6354612857"
"334.3/51","0","109554.971331489","111483.376139915","77258.4390420638","72460.5946683572","62935.3711413424","139909.213127578","15405.6594342738","94915.5188745922","10313.2599291764","142667.191793077","23156.5882960301","2738.75812160974","13362.2398113155","635.193367831409","73226.8778307885","912891.239162886","36677.5298634339","0","38423.4614129581","104058.527167767","23897.7993569384","72052.2722827527","19832.6859625185","12674.9661677044","16381.5592097566","35644.6651030734","0","1413.09995440404","0","6011.61394588649","11122.5244453939","0","9119.60988464356","257647.351477087","38384.0002658536","153049.580097656","6024.55256508291","469500.64773495"
"335.3/72","0","32016.3295594518","23197.5571347053","23473.0456147843","10337.9557777941","0","0","0","31217.0512225098","0","0","14840.1107939631","514.230917473989","0","13203.3250006395","20170.2909070918","16729.7158863237","7080.81113566458","0","11157.5132822618","2748.03733876348","33064.3598547467","21027.7317217099","59932.4610937499","48907.2906528125","186809.773382682","23818.3935494013","115078.212025959","3727.45297384231","27143.5037972778","0","7538.64240021483","0","35297.2225761717","46033.8317769925","29845.3517037381","63203.9265639782","0","0"
"338.3/9","7810411.94853051","9143682.82699509","6930813.32997614","1315386.93674378","29530854.8747651","35251142.1399577","25741008.1061879","14911562.2263111","621108.979732127","17617653.8659347","13092462.514126","14915688.377414","20313937.6444594","28225588.32206","12722972.5362572","20488982.977538","25874333.2905107","42293.8604183593","26167685.7074408","25478241.4662212","800234.129302045","6893963.59167812","7489134.16936838","20787697.4740937","10385524.4915441","10362795.3646516","10569530.0058254","58563328.3963134","10411251.239165","13750577.1979168","59179.1435546875","3170697.53774026","14302448.5185595","3086142.17086798","6093877.92066023","6735239.11302803","23581824.7858685","34364694.8128813","28375409.2020419"
"339.3/8","514634.410623145","1572611.83801787","1467142.88372233","192174.894820403","4893118.8798727","5866023.12863042","4086195.23933612","2741275.57942939","17875.2086850905","2697014.40997533","2242115.00260053","2924961.23392481","3183555.32058828","94166.4434125","2792476.68904036","4950263.81815625","3783111.95020934","246141.43146906","4667771.60040744","4420897.64246467","97313.1076993512","1412593.99516953","1675816.61402146","3621607.59124253","3149838.44731901","1765838.66930221","1318855.8617301","3028378.4125","1320585.97578657","1834352.81647097","1254290.74260642","7521.12141805013","2108673.05980465","307104.873743142","1663709.13921875","667934.584920742","5708369.25877413","5990132.15002379","4171057.71166751"
"340.3/90","0","636272.029571146","338734.527364224","1229396.03544307","419634.319163226","665458.130114302","736744.266256332","112273.494596719","180687.360218749","178303.958306685","507704.520951986","260749.916510304","141925.921932712","521225.277808905","0","482042.497066632","632961.450355887","144252.375041276","540107.265582204","539580.628537178","490235.03232649","42576.3451074902","117254.25308311","305039.082102855","95593.3227900714","164458.442604959","202026.582691282","0","0","486934.1785191","198811.879824281","39808.2427510023","40591.1125240773","49753.9039900899","36328.5209737271","0","21714.1337525472","231671.135923438","1448889.99359608"
"341.2/80","13451.3025120127","5937.16379486816","6154.38905985933","2685.43957257364","22663.255916331","0","0","0","32386.5683789063","15992.7204501661","14009.663244985","30254.8090412219","3317.61743078195","0","10513.6440313687","4182.02120090915","4123.30561409565","4448.47981285197","31432.1541144507","18803.1437066533","49012.5783350852","11965.7417398095","24792.4242201802","37114.5252582218","18750.6628932953","44223.0248018773","0","10858.3384951428","5050.22977107763","0","36098.5140277967","17642.0440129271","6517.33529876545","8727.72419850315","0","0","0","0","0"
"349.2/18","70645.7870963383","98886.7195349609","52536.2191565703","47017.0108164064","320205.632901192","258999.715807665","198769.941932429","257122.205818251","25998.8324436442","352336.759343606","112470.601308525","118689.122332343","73933.1767195836","220211.370215607","2258101.11681445","102984.791203125","150895.74803886","6985.88211312867","252051.79741092","255992.072839263","30503.889743444","15502.6028719979","22146.7072257813","475977.480846435","373148.773689926","314081.186289132","74130.66015625","356047.521038714","32141.1972479839","164696.521365","232181.266439483","38508.2013254566","112644.464189434","13218.7724989951","142122.938900562","93710.2417784147","244649.932696545","339393.987930462","263078.48598409"
"350.3/49","106927.026098643","2307444.3019196","16289288.5671011","2205675.70199152","609724.76365171","1677121.279465","2949540.55189127","781614.081542571","2189004.73171111","410272.056552887","4002053.33846369","530449.842631182","195000.696825685","2929214.91590507","202623.883093314","943247.144551358","3712732.23869393","1293078.11778507","1610805.47555132","2196726.14240856","1684825.42322128","11929.1754455932","2710493.5546443","5513989.62638515","3169910.75876432","3188962.01486047","72179.3551740625","702111.024070903","85690.2527478657","3407408.95297259","1724357.83999062","12957.2503214518","2996231.38136168","8590229.86387135","5996914.00540635","2352111.33504526","152295.569012068","233438.97706205","3371430.70386665"
"353.1/94","0","0","0","0","17532.8127994041","0","0","0","1087.12070680945","0","0","0","4439.14399119914","0","0","2725.47739181947","0","0","0","0","0","4722.78661141479","19377.2965649634","0","14054.2638448048","0","0","0","0","19684.0039782464","0","0","0","0","0","0","0","0","0"
"353.3/46","54658.9395039062","459780.657314509","142478.363338599","278044.115537733","710035.461388298","736718.855333141","360736.109718659","338630.050909519","357596.6120819","182176.668341543","404427.980799245","186568.104790845","22165.8287060919","99203.5757885156","111100.193632518","229469.606028175","871330.204706311","165632.307745507","606009.944048058","254403.290211653","92245.5751503929","11473.8211439052","430291.082488135","117157.291149141","683928.643524051","914018.30410896","222659.721207005","232144.11216414","39976.3220483288","720080.210743085","460006.479062001","8183.2091208903","437495.258113248","42608.1053632812","523334.089801466","8354.44750097654","522584.357906061","312305.875263065","810921.525951862"
"359.2/61","0","42175.9500689507","0","3630.8810331393","37763.6509229466","7391.88414439559","11217.3871245235","0","0","0","15784.0548037291","38614.5633195801","10007.6450371513","40901.7864786237","56182.2099008984","3763.17858095746","0","6166.69743061066","12873.7678818237","36373.463938836","0","12623.6338074316","26842.6439071875","24676.2406473048","34438.8476960585","30216.0322135985","30801.08310619","0","0","22504.284696579","47706.3146249615","6663.1824439795","64208.3667086475","14413.8983737893","14906.1396527309","3814.17557229102","34594.0755122658","0","0"
"361.2/71","167084.785026434","320396.762902257","164666.927331818","62007.2440676047","1268022.35314488","825048.207073912","15233.7398253038","476640.061068952","25614.2394802276","303047.548698918","779866.717525388","599863.563723469","218735.383480956","652243.654518778","1012849.49684105","602215.263918443","686365.152230334","170013.851934286","646248.335948142","779361.183775403","181768.044340929","13790.428850177","270523.536124058","627049.909519187","142488.044993083","404486.034148675","894590.384539147","1220329.93440755","70640.2324483923","1033105.119874","822195.632515116","471989.783245087","109671.162939533","550331.972036191","661385.668165491","309893.900132575","1509588.23176501","1047303.58232652","870763.394479465"
"365.2/66","14680.5156440139","26082.2837334163","1256.24609758742","31170.9412890626","66200.3576522231","19935.822513178","42601.2021983564","42849.7361123047","18792.0703868164","0","0","19429.5571699142","23326.015093267","5325.40937907621","46522.8606011253","22095.5104042217","82708.1020762082","5180.02922423494","27215.3923606277","21281.0489379883","44794.880535109","23824.9086613281","15087.9994310662","86410.3402266796","53510.5901535644","16211.3429841902","86905.6528962851","90292.2001357377","23341.7994975187","125389.36930452","56586.4896345958","18907.7332176782","223214.880127907","17448.3118933106","16654.9751564264","20675.9673752747","17822.3127647042","302039.165142679","35478.0920887887"
"377.2/78","4245.09320108444","9249.72613387033","66172.9945017857","0","18088.8260738492","0","9853.50523193356","10509.3114585817","99808.0443996875","0","12296.2885557532","0","6692.60558193773","25488.8219066523","36649.6922905816","12707.4304477945","9051.76582771502","7995.87947153077","0","19406.275767839","32985.6511937656","5301.45423466552","22272.7166348409","91549.7170100063","43709.6034884378","0","0","32268.1316755861","0","0","25028.1042238921","32791.989360852","0","24450.502192229","1865.38884674013","0","0","46807.364408493","0"
"379.3/105","5132.43107108865","15296.8472334317","31091.3830058441","25411.3277954502","6630.01842316027","46134.8945905924","56899.4490237236","37622.0664334685","60010.1142331532","53071.5952387564","0","0","4338.4177148076","21018.4221342087","3515.84846489131","16361.8463356048","0","43277.3121506022","35910.6248247623","0","33043.5019990191","6580.49876993815","5327.87372666015","70127.7085498869","50252.2057925239","20729.9740178858","21041.4625329239","0","809.65578147918","99429.6385683517","32253.8638411999","22661.6468557477","98312.4773255885","43730.7465898438","7796.0845639038","0","106549.883408502","30436.9533051337","0"
"381.3/49","6218.79798589355","1877689.52608145","5616754.28348982","2387964.15724415","1364882.21324418","1702167.6131457","4728189.1004567","795519.361050765","1903054.90783397","557523.367984772","1525852.88539405","581818.122253301","325773.50705943","2835036.90167631","484070.478236177","3873905.31939539","3529689.68875488","1079487.32648298","2030516.42255316","1331556.66557161","1683374.80028664","365283.139101504","2820713.24413418","4290707.90702168","2704106.29491012","3629151.07470294","1404876.73783897","1156026.75774066","222015.94676279","3154293.06319505","1701815.5069368","5524.85889273925","1903349.31117187","35386.3774732617","4524511.2198223","1754560.78274374","1104979.39011482","628564.414644018","3701441.36161932"
"383.2/98","11910.7838218718","33679.9096533749","13190.2993870256","7324.18061274042","18028.7691176832","31250.2247013067","33519.8951497396","22119.2096152827","39292.0683310437","19288.990837438","18951.0191252828","69483.9946467429","6212.10163287156","45756.3852291852","24336.5236255143","8195.72809659643","923.025078031545","6687.46026770677","0","55565.3335736735","16652.8607546006","13799.4963165449","4836.02351770019","49991.7175274491","108230.678562419","93323.5285757147","11873.6244128968","38092.5142191734","5888.47472359007","24781.1619951949","115568.963043096","156630.210901744","5473.04806441069","18958.8381701814","9703.44935311587","4405.87930116078","27889.6551326598","0","62876.9303040095"
"385.3/26","29853.1735110737","138898.926424029","24021.8560584063","25955.1513156556","102407.1545625","411328.848215519","126000.189291437","304100.121309534","0","175521.22452735","213814.074131481","195896.337602824","60355.7772111688","211589.938323097","1029777.47127387","1835137.49205703","101773.733331875","26816.3835697351","422948.350403135","129391.363535881","33114.8755981605","194085.493392656","38767.364824493","210028.830616389","310107.77344505","220634.767270185","283375.450279346","23259.1268148295","31453.4333057441","174442.912383955","176448.766851425","19114.5071840592","143642.12847537","9411.08513971791","28634.8796175873","35579.3296948605","9407.7325735321","149249.844203912","278392.840305864"
"393.3/80","4032.25364677734","48985.8712322831","608225.430483452","72690.6615284324","164505.320342267","77377.6338551044","138004.747308552","93744.1841005757","481018.579956675","54961.4340688437","125515.175455034","77644.8512622342","28330.5993681796","157280.52951099","38577.3312181905","90977.0226675197","67954.1064082136","31750.1169212043","147785.164626449","141745.842037535","59720.2282344941","6580.78877886047","73136.5752728004","252241.573382854","113784.636190689","177836.337767512","129607.007773089","226319.846798167","33784.1393184811","216268.543347347","158290.325489438","135183.487771517","121167.507865691","48948.6358640624","28451.2087060973","84247.8154124121","283213.821181011","99016.420932591","131041.241812557"
"394.3/84","4575.42144134361","0","36954.6622207761","25686.6937594116","7809.62600699663","21643.9248455067","35343.3513666987","15617.3430327475","42336.9436399961","0","18127.491973877","27836.8367065787","2995.07840560128","5322.76787511073","43949.314739007","8769.48315958306","8738.74991751214","7060.89321455956","0","0","9367.16524921358","11540.7215025669","5151.94619865529","41406.9651045144","33197.3484486826","17942.5066810201","3084.61715421329","25232.6119394973","5262.66458643526","25826.2321168582","0","65823.2917355955","22057.6281625827","24031.0214536133","5175.78670030517","1818.06084658094","0","19387.0673010349","0"
"397.3/48","55525.2272861366","1000561.52048911","54090.4542376709","108287.257898438","776992.273623046","619949.031293392","874816.549486574","634599.755015016","36506.5736777344","581650.47855594","629758.453805917","669393.326271027","113869.606628419","807587.596159436","1379828.57508914","177178.000125229","403815.764441452","63221.9625306323","675764.133145332","656755.96201013","115738.660073288","1134559.95653282","319155.977599047","1080335.93490958","261353.35014974","1407236.96964679","77243.9604247071","30169.2920184452","92739.1114059091","851235.699418917","610164.053072623","9107.7379561035","179258.388103125","70584.966667969","218227.917049832","5670.88101953124","222352.631259907","793665.187504448","715744.250031948"
"399.3/12","6019.9159055341","93197.456740234","1728208.40521436","71838.8343103345","160163.147893075","286419.510673628","176528.538297746","130956.937687759","9688.35462869631","183794.493624658","268749.778858633","163494.15267871","113526.725421215","5259693.22956688","1962242.13260406","51721.1242148373","299655.44523723","33639.0206246945","418185.607746939","527692.015107475","61611.2881440457","18569.3055613477","39173.8936621094","152695.06577055","168032.975968572","295230.97288013","39339.4293746708","208923.641513922","473126.006788972","70070.9291721251","43009.1056681783","13319.8206763306","158786.883296558","52981.1958847656","31366.5955261957","207412.549466606","114818.207527559","364118.37181828","4444123.31999203"
"401.2/65","16523.7948845327","7629.35409713388","2365.01820688248","13416.355140999","0","0","11785.4911615849","35010.9435822904","64460.2904765625","9781.63775584102","0","0","1093.13960626256","0","45171.420215196","10040.0126418583","0","745.68124541305","0","0","0","13724.8987064795","0","5083.10719820112","57848.3743059635","9626.25808212161","0","81229.505947791","8978.92752537131","0","16482.6267173678","8470.97288391113","93576.4056874999","2303.28439735137","6105.10016871542","12379.8392633176","0","11677.5500873566","0"
"407.3/82","10826.0235096976","13505.8336171418","128494.480617045","27841.7456264734","0","25352.2024778724","13574.8387639284","0","50386.646658132","16053.9798591137","71312.1627083421","0","8281.35445153713","22966.6903342679","13847.4206687929","31330.6510743257","9891.65329380855","8257.21271317872","18387.6124661088","36776.5412562579","28505.2258520387","3986.43088545531","46973.1720937502","138195.497171875","35128.8638422489","0","16684.9501065746","125182.252809447","4255.31652130932","0","32293.384796191","9919.52944091797","0","61287.6540571041","20273.9538449086","0","70418.9135240838","0","68471.266945166"
"408.3/37","73311.4466653639","1011856.48822798","45607.5066398318","579036.753036352","762833.308719456","694985.442255917","342581.648050435","589456.369150972","1327577.35927963","353195.707296036","701737.309081431","438350.484063786","167575.923091775","1014869.5844491","969969.036390966","479914.221898139","263860.955210455","483402.252815589","827229.529169505","595878.346233967","197459.538902018","4732.70966641602","17646.9557414648","1887596.30820572","1096026.25273011","1741541.26232719","863605.523815066","809182.666357204","106161.172926268","1134382.41089687","1006584.5107511","197833.175009083","2625536.79120496","784095.263137858","213731.235697303","222941.56449423","1415654.07191686","657437.047824383","529205.906469453"
"413.3/38","15059.2090937208","277869.546985984","17307.5346209147","16206.06399763","145239.263939917","81257.5423407008","10493.4021972656","215484.884498191","68074.6195833333","140150.879347679","390612.43831569","6568.79106205764","44683.4794103366","576208.792977333","782188.218961633","0","97897.1647688802","4124.91667951923","98449.6918395956","536436.289992428","4753154.50386875","1955.22486612956","7105.85531731932","24273.390725702","80895.8153668419","241994.866295457","5283166.95833926","79062.3762656253","10678.8313532015","69705.0256610692","84061.0676609427","4695.23484398437","62280.6623638511","47498.4200326538","0","0","69030.2698230296","43798.016586113","10001254.3009187"
"415.2/6","557124.412384299","371970.67925854","1001206.59832826","16700.9750608764","725664.800322133","3784965.08493628","28878938.7390721","755654.575294673","3701.82982037047","3689495.41244491","4379412.6390193","693315.986818752","1123181.68575278","2840656.2955406","853687.244927759","616359.671420861","2821474.84576153","33605.6604995748","1140083.65562522","2031909.0037382","19354.9297824625","17356.8608232422","2368731.19361752","1452082.83835294","396217.684827473","2196288.38624966","1530686.73109311","361921.79273953","103757.574778082","1367202.78681813","3186738.18028594","344893.996467546","5604357.71634732","818615.994436384","906915.448259281","677965.167187721","68563.7324305985","759345.324817959","172329.069176797"
"419.3/2","97671.0112075195","159541.419509452","832743.381280108","378724.769444511","752563.209344379","720800.422756127","408429.323574439","433871.424347486","232741.697410536","705514.754480666","448556.180302612","147920.973865831","405873.796484953","5169239.26620575","1269390.14433577","427999.635200602","715335.077017725","97365.9060170074","484446.297000668","801591.748923008","1574447.67135502","138905.620450615","93893.8043032205","444429.06655705","35655.6097089842","322383.645230658","281523.733231173","985099.985111758","1107928.37362345","873012.098771647","249159.685171241","157979.988002574","396314.899341829","258905.507046262","112783.197978747","364703.247241002","61336.3965468752","1116565.05796299","1866689.33779727"
"421.2/21","843294.491549731","1123315.62696215","8449638.645798","2113870.40728114","109457.109703776","2082367.2215911","675455.227645837","1032202.92701145","299056.500820787","1281727.49465204","1022766.61280551","566809.87983077","960159.084991339","18716927.5307521","7085590.88462354","1860659.77071194","2773563.35386773","522248.2919195","1488021.72075722","2359694.41279089","2123621.95509492","13150.5547053955","1149633.25356581","1544686.83431066","1391662.18919127","3326577.53574948","1683373.50901731","2703187.22423079","4536248.08396318","1854087.37920214","92101.9296386718","6032.34728325602","1609237.45163374","2110721.36298118","333798.429865757","4611723.21566051","1229191.01964944","2529670.71883763","2940402.01204219"
"424.3/70","338455.15753069","85009.0273788178","603388.695148418","357353.035148313","217676.279091369","129231.919180965","205122.431422606","373310.622332245","5889162.91565448","9668.65035209258","63065.3378990548","57951.8026820186","23721.8741956256","0","756428.214194155","681165.051121697","81321.5929245343","127988.324802906","264129.263713938","11165.3430964421","155468.628652779","195834.186985936","257036.342610497","819837.685023993","1335361.84116471","608679.813413932","1078557.5850417","2033317.30521916","105877.770264605","2029549.88271764","1124356.80313845","555281.535455673","3401101.83454906","1338045.88663511","558565.073204584","420331.595630056","568266.020097181","468128.216052507","260561.114831905"
"425.3/45","26280.5092425188","0","25013.2099153467","72775.6999418189","116995.471771717","58944.0161855612","14806.800309082","56960.0972617737","338162.852307116","25807.3972024066","16009.0483134857","42557.0732046589","28002.7945619399","16302.716717207","63854.711074998","73375.6592735648","80865.8255984994","24726.0882156067","56624.4311903183","15125.8434585184","47828.5119540989","26789.0928116508","78055.7203562766","178028.311656596","35320.0935725961","36770.9692721485","181968.065788282","306197.451029658","27234.4328007811","134420.688898342","28139.1405914479","7740.53318318685","165622.844486481","531270.164850508","59024.4931966406","31264.7771392778","81789.7507354106","64528.4200160702","133526.706008604"
"427.3/45","41564.1189528076","57417.6322818036","106615.886821359","333992.537054032","127209.89680723","30248.202836675","4270.43889584346","52788.0122262447","215775.612262354","62918.0849096406","17388.9163362705","14240.038234303","26210.2162595869","131932.695820129","524686.956208332","57554.4719090492","42329.2333073694","78707.0169824246","31481.5629173927","80039.310147463","898043.624648888","40661.946922316","52491.8180351146","48321.5079886317","68227.2990039401","129607.194358543","48189.7918004459","147879.283756349","59238.4327590228","23130.1733987263","23031.1800501956","10071.5670180107","31636.8273663838","436684.159510217","0","13119.9818819629","90346.9152377701","65323.4443774955","413156.833163906"
"429.3/33","4973.13075920567","116489.256252676","143338.899695638","146901.598139532","243894.264048475","332865.875010408","8365.02791015622","258767.376979995","188573.558820346","144662.391136952","127168.660335937","236843.702222641","43960.2072640076","156344.182190061","2234512.05159975","30215.2804793129","95208.1109655168","22139.2510308479","431958.479369215","101831.099823394","31277.6656628586","16576.3783943673","32033.3928455561","370331.189115639","138058.045740751","185070.825411739","167073.153113972","58914.4772026576","75530.2745537995","719232.944427805","200410.180502656","4165.92064304112","1465633.09097176","1189854.16878706","9069.4793803711","57478.5233086199","44467.9276927238","184717.168290574","135907.401060596"
"435.3/45","2000.35476124613","0","19228.4350334798","5009.11457826197","68970.6352075171","0","8478.45206910372","24151.3366365731","71322.5730009913","6014.44952084018","35317.1667219084","21084.5916154794","3316.52016059496","0","31343.538912277","5875.77638703771","85300.1951127375","19717.6604890334","94768.9197897414","7928.03415190748","17379.1773539086","4443.19260477539","7443.61122095946","19613.7837599218","45522.3756192986","0","7898.61265328825","33795.2418481548","40781.1098894536","28296.2754501019","31306.4427665174","8073.59752510172","0","8535.96187158203","118232.524535159","12259.2062949816","31136.1747935159","109250.349049485","274132.31333676"
"441.3/30","82204.1172174703","306858.203045409","745939.433205816","340569.377136034","353012.887298627","127161.554644277","30010.6697815591","112417.270424627","38496.0825409179","150224.853037648","248662.05482778","47897.8998324218","36754.004031806","712721.878173403","998360.502886172","96718.1153673738","303025.516488711","85932.3801726774","343884.347428092","343790.911472475","204583.100690268","4219.81527211303","32456.1859336427","259388.574776019","1638540.91774529","696776.212250712","160085.912581419","481109.273196908","25350.2832067578","292244.044901356","191392.00403606","75924.5738344357","162458.191684676","1185195.30366692","32283.679208721","333632.040731668","214197.425256409","325658.093462428","1994860.12687656"
"443.3/13","30862.4795674835","54996.4553256752","69196.5247389593","72180.9340438416","199292.469429013","577571.979093604","83439.2749800906","292097.44215804","152665.949894434","107451.308861673","76453.1355589628","386509.149591007","48978.3689676921","90308.5851822175","763637.497557747","39308.429038091","73536.4803460278","45154.9599447916","2822208.1820989","114286.314321127","48309.0781116875","337746.955145089","19816.9096536743","323493.705178579","135224.482119226","47712.1013949761","87500.8341074219","0","25022.3513061577","432617.261945349","101539.828921875","36093.0267513149","161798.682805593","51778.4833040331","16707.5489912906","27227.0997481827","16346.524298605","206050.997601721","149584.199110329"
"447.3/1","11771.0335846053","32515.9748494012","501894.369751918","54479.9107937377","45876.8627965046","0","7732.22893554685","21508.3906830356","21541.3630779764","64809.5524306239","129238.817706435","28343.7915977575","14507.6480545081","797580.919436405","511375.570285156","96688.5766426605","210491.696137613","15895.1053409934","161936.963018805","336285.421715991","101953.852666015","0","19644.2035349429","38698.0741241798","20247.678109603","147015.891960057","31671.9314338594","102284.916534824","282901.873076367","42758.9856950824","18548.472242689","22149.226614614","24150.8490303665","40631.7718839759","0","119977.191832251","24942.4450031299","21689.7391942851","174113.508048047"
"453.2/104","133375.8126661","446195.571201188","9845991.07561227","2868022.42841196","2611340.92272409","1050771.4295901","4809438.72394397","1917936.84365972","39897.46696403","375417.931961246","424491.644028146","677344.475565355","713186.542918858","218915.725008267","898662.089658071","3491099.66932919","165277.896914062","15089.049206543","2664303.29913678","449030.936568063","1631183.9207138","243837.165153317","954007.505214661","4542002.2876943","1988279.28128776","2292779.71352334","952632.584017634","851643.091597438","135377.963323313","3454676.86230308","1963132.44369141","13641999.1940309","1759403.11028151","3452736.53004808","2441980.76655379","3593044.94787542","6321.37489291467","1344143.93199344","3577226.8484389"
"454.2/66","17489.357761739","144110.61464414","1109469.97065833","196280.489770386","33282.9697196757","135840.842518922","274563.96731831","155687.424889391","1444897.74408597","0","38073.7860101395","25902.5524990969","50198.4419061407","0","0","119808.348014798","474601.732322305","87743.2586057875","199710.263500905","22701.2950612628","229360.982138567","17257.9438486338","303548.901230913","2460715.60172583","459526.413788627","743021.143870141","1166993.88062272","41009.4717641982","14509.3339977129","178906.854671875","654270.666707601","3361778.9620835","2173179.26890192","1576652.54859143","340511.455541943","527228.619864844","0","11969.3310272628","804811.802477173"
