"","BurAD24_1","BurAD24_2","BurAD24_3","ColTer10_1","ColTer10_2","ColTer10_3","ColTer282_1","ColTer282_2","ColTer282_3","ColTer291_1","ColTer291_2","ColTer291_3","ColTer331_1","ColTer331_2","ColTer331_3","ColTer6_1","ColTer6_2","ColTer6_3","ColTer91_1","ColTer91_2","ColTer91_3","DyAD56_1","DyAD56_2","DyAD56_3","JantAD80_1","JantAD80_2","JantAD80_3","PaenAD87_1","PaenAD87_2","PaenAD87_3","PsAD210_1","PsAD210_2","PsAD210_3","SerratiaPRI_1","SerratiaPRI_2","SerratiaPRI_3","TSB-agar_1","TSB-agar_2","TSB-agar_3"
"group","BurAD24","BurAD24","BurAD24","ColTer10","ColTer10","ColTer10","ColTer282","ColTer282","ColTer282","ColTer291","ColTer291","ColTer291","ColTer331","ColTer331","ColTer331","ColTer6","ColTer6","ColTer6","ColTer91","ColTer91","ColTer91","DyAD56","DyAD56","DyAD56","JantAD80","JantAD80","JantAD80","PaenAD87","PaenAD87","PaenAD87","PsAD210","PsAD210","PsAD210","SerratiaPRI","SerratiaPRI","SerratiaPRI","TSB","TSB","TSB"
"761.5/16","10125.248627638","0","0","0","0","0","0","16261.3670603037","0","0","0","0","0","0","19200.0805949788","0","0","0","0","0","3502.07162242516","0","0","43610.3190450361","0","0","0","40449.000393271","68113.4943977389","0","0","36734.3996504616","104885.717822578","439.375779529917","25686.7064286905","17460.6919172153","33982.0524174646","0","0"
"762.6/1","604026.848501896","758850.003103504","3605168.24200365","1554840.20717924","1493368.34286301","867996.014011206","228396.095491054","409018.342615282","266853.718322405","1049308.23710864","1233736.24463087","97995.660957865","1910521.51344316","5221340.25106033","4892015.36986031","1385739.74532742","3526330.65056192","784274.029825932","310687.77497964","1379622.29934489","496560.838493901","445371.031062678","460141.459479332","728206.530946202","763535.925462792","2280493.30257127","1170276.26200132","1430735.41382272","1195108.67888541","1318711.51300773","167025.898682896","451428.642600284","768397.471387682","1936436.19217822","251165.295107787","2117818.3845","392062.240322178","1493063.47788634","1050759.89521185"
"763.6/2","274387.531598039","410243.17988681","1577246.50363797","598366.606706827","919907.61603386","361585.657935544","29888.6967778109","189989.598568397","95524.7885677083","554637.196282591","526864.708701855","18225.1203704006","895840.594977852","1262387.48568181","2694604.53438794","734088.327026463","1151241.43721364","365483.752496312","31250.8444262088","704252.471780365","243136.567872225","187614.883382013","155231.4421772","135402.367404375","263328.364582989","1150227.37879827","586737.450768934","813268.579074308","649207.584414594","520569.015009553","41740.7489270919","225443.153104443","59779.1917033593","1053650.74675017","185156.934331327","3267230.99871753","214908.213443517","770430.524288457","511370.767572559"
"787.5/2","58802.6304159834","33846.7710170282","155000.712086799","39822.0430998757","208562.187042636","218255.792861767","141186.544439875","118525.315022226","40345.2816343579","200930.98251225","54603.928683762","115407.084312543","58115.8860044029","340010.29813861","534346.501305859","488073.089202372","168605.939011198","49600.7570535714","206837.184659531","71798.1456763664","26900.8921609029","30815.6533851562","30350.9478113918","310904.543687032","340461.160497619","307127.03621875","92772.9005313029","354111.011206093","586944.520761543","127492.369109063","98242.9292647604","60101.8238800913","258660.831977395","39385.9618160897","107423.492825748","0","266392.468914334","512582.801965684","76298.5046850422"
"794.6/16","41869.3848062505","47181.4570246227","10158.8740981554","11012.2108949184","126137.734235385","189276.032305943","26098.9118633398","163483.537226584","16402.8261716858","94426.6746280827","32504.3906108388","17487.728822678","44512.185592266","20858.5458580445","5449802.42812757","3894396.59120335","48798.3867101348","18199.3911219618","99931.4119243026","38639.8155244276","19599.2856616527","29229.4559584263","8518.88155895798","154074.034004623","52510.7497959688","76909.9231210185","21420.8455864722","35918.7218700349","90320.0827248315","181807.156280942","0","45204.6777651368","70076.6062400066","95199.2921154297","22304.2908632476","26922.7205444723","197569.87237086","242136.922883503","87326.5930625379"
"883.6/7","11315.2618819512","0","28318.203775949","0","12788.9894641053","114820.237001623","12896.4011178005","0","0","20634.4777436578","0","120115.500445503","17860.5074959652","13424.134427751","0","0","0","0","2607713.19046804","0","0","4679468.52797656","16731258.86831","0","11409.9142773241","1101447.25504861","783089.777684234","0","10615.2404251537","131867.980168908","14056.2034879883","0","15956.1910721954","7596.14141762727","10480.2194562971","20211345.2306818","0","0","0"
"884.6/4","0","25818.6912350109","17316.7096959186","0","0","31113.8679896626","0","11914.9899347094","0","9092.20293481024","0","14847.438769235","0","0","0","0","0","0","1362091.60451778","28600.033501015","0","2393551.79390625","7993519.4869722","0","0","561968.867127601","269254.186736655","0","0","66127.260059785","14410.6595742021","0","0","749.260046618874","0","10364861.1228258","0","0","0"
"891.6/3","81178.1951495719","155740.499865928","65066.8783160265","0","354307.832120162","754609.026618338","771805.548676138","367113.885460399","0","625125.32470207","267603.977744643","628801.870513716","400516.429259248","1132819.00784481","195464.727083405","325782.801855469","108134.086636342","3774.97374794087","690795.923705398","750938.501991716","2510.88042326875","244484.180801562","68045.8373425074","1944486.478025","166040.879267755","240397.015994633","228010.815312277","485097.311538826","128278.129110952","56104.3585641201","23947.0591326522","66594.9048524422","669940.16127625","1256711.6167691","149938.863721364","10632.4506241995","116334.658263612","317952.382011726","125799.534716058"
"907.7/23","39261.3541133916","171935.255089617","3381.54118894932","17949.5110844756","238115.304889056","669615.768828674","95183.2186523438","150962.103184442","149084.411013984","135884.215163852","1114630.78079356","167309.999297005","50816.1398027381","948659.325823502","0","116601.571844462","147031.959640247","3305.14280982816","377473.338650987","531768.858012175","30190.2500727405","24613.1591478882","8765.57660007477","91609.0770630538","352181.653246984","201479.400235955","99757.3772712031","38967.5207354675","33309.4167846441","387426.577407354","133428.248981461","32540.4474146925","211210.028155427","1140.71189353061","150362.770499974","19807.331635803","177194.808095326","91104.5925729492","684297.482831016"
"918.7/87","760.133736568037","35816.1968104094","0","0","5340.66686325893","43851.109931016","93295.2980914116","60569.764685744","0","7671.63257632256","62874.8414294869","0","11264.4656577632","23030.3258704841","0","0","96373.697854126","17489.1048515624","32246.669645375","99295.2620328397","7115.95612518191","2504.29969649902","11442.9823333969","16403.7150133252","0","0","6813.18369180206","0","1425.42342846592","0","0","0","0","3605.49827671051","7074.78068209626","0","0","84769.6178455949","112595.8053864"
"919.6/71","0","0","12349.7822738737","0","0","0","5698.59654210011","104222.87358","0","0","78292.5299619175","0","0","12931.8293505888","0","0","46401.8819951117","0","0","49344.8573420607","0","0","0","43189.0463498943","0","22032.61828091","17298.5771195889","0","0","0","84761.4794921875","0","113308.172425625","0","0","0","0","0","110842.647849023"
"1000.8/2","1171822.38234375","1308909.72162104","2097774.97158516","349370.114959674","9915846.00428929","8027092.38858974","4497741.73391966","3734388.9555999","86046.6547486328","3631618.89554402","2079107.16966734","2743474.55189575","4410407.53833721","4534748.6554645","3941430.65195594","12472402.1185417","6702673.972975","290534.967176256","5706559.24686822","4240849.4851525","96218.1788040404","2470167.69015625","830887.282307948","8335533.79154135","1872907.68291409","1832915.82628887","2186054.05111975","22486657.4539718","1769790.92310815","3072761.05611841","1789281.5151862","1870399.44439761","11650444.9277728","400211.261200749","3363822.21479744","375390.865146361","11238784.2224697","15145358.252172","3524983.78568576"
"1001.8/2","680221.380353517","770185.667884276","1444889.12095937","179735.803595377","4974064.48770881","4171905.81083942","4066844.92568942","2073507.64306845","21893.7776101869","2230934.8617953","1309456.26434328","1655089.01024722","2759527.20843926","2721977.15414875","2939835.90820956","9044353.32604167","2311903.17058114","189050.144469575","3225452.30888715","2443072.43711463","50424.7761818288","1772246.62474487","512980.712052897","6352273.42735312","1132083.31390483","1100815.64791007","1209547.22639865","15449281.2155939","1084411.73704464","1627370.19659988","1080929.82142998","1280277.59744435","7310768.64473392","235915.411850463","1864225.42536249","254559.219900711","6282722.9395338","9018877.55613217","2053584.39717851"
"1002.8/2","257740.938815941","345409.465238453","491457.930025977","40521.5822914242","2414415.10727528","2011242.00394053","1130933.91788483","901150.180678001","13959.9751134335","993781.995720743","444679.861230992","709092.44023155","616105.486819242","1151568.02573243","841139.335594824","3091567.68629639","1724276.29857865","53341.6488136353","1350930.21496945","1025616.16768698","0","674018.730137402","179838.695815795","1989980.06111189","490254.100084226","511710.466563265","535809.155016574","2841830.32833087","385441.807127662","609278.39643368","282056.708396712","438569.075986756","3023063.68875616","13877.6707399314","700447.248925812","21887.6693017793","10461188.8427784","3769714.67576882","815483.090200556"
"1012.8/66","66014.8462401575","418661.710347924","889295.466352295","85916.8063469368","64362.3779780287","683490.823904585","2836236.90604492","87159.0099418359","526705.526872538","306426.777309346","2096306.70137879","566131.564824965","111013.163253145","739303.394885409","62044.28594459","69963.9315237648","403324.330585512","24612.0266969531","538028.9156725","2470831.9268987","458795.88608254","3023.01562734884","49710.7532903238","1312602.36840768","777185.129742966","832305.070678031","2935093.98012724","43728.2235185862","7695.58798952028","1440419.12925138","1131105.3736027","3535950.29631222","1526956.9101934","509330.537609947","802595.884306934","456764.784408783","27580.6169478267","145801.448448545","2363753.06763387"
"1015.8/100","18391.6998201977","172272.936016321","36149.5398654342","15016.8597338001","302247.889300979","28311.1943267009","233834.713072211","524733.720613275","2025.08583759516","157901.58969273","388382.434891595","242201.870476859","104980.073155826","144564.345055363","4538.91656538738","22710.2380702857","20913.9768661327","1307.67030364275","336655.103000097","301024.893801263","74479.6216591112","17563.5717716492","30819.1391809401","228405.810571149","70758.2129619643","482634.687880043","95094.3302031904","14285.847259827","54327.9421193313","422849.175575353","429137.463489808","63813.6083913196","73900.9645556641","0","14125.4616497165","9353.191515829","24133.8685189528","243393.58032412","354417.849158074"
"1055.7/99","967.049075840041","84151.0405248672","0","0","24567.1757381558","0","11319.3251640772","49029.2795453072","0","0","92902.2844116211","28720.616404295","0","31687.6711877473","14294.4635149837","4613.09980935305","0","0","0","144598.699468374","0","3389.90228616212","0","48254.3342048923","38882.0520256944","134678.16581656","5253.74043344582","0","0","67441.7897779226","104778.186778974","116556.734492187","119381.780875","0","0","563.03869481734","31648.5781674087","38094.8943592548","112134.415974565"
"1076.7/1","758573.860039371","1073154.23371957","4535860.02480846","869456.941540653","1728182.00901113","1437828.96140267","981269.575821002","1071576.26842454","386764.997347971","2201029.81215864","2463960.73502483","1033938.05089337","919090.201601874","5966513.78047724","4708226.91867524","2083269.05296579","1345508.74053357","515412.405474254","1310459.41763221","1508075.56662864","2221522.288415","860037.093771143","590837.085546838","1794320.52656254","1044158.36573421","3229014.25887713","1925214.84784895","2824657.21384497","1270109.39767077","2101171.50767605","1447619.27155324","768133.386166196","1686893.52379403","1092376.45497095","355337.901372048","1132291.63841913","722995.619493214","2056344.01322755","3378084.97341826"
"1131.8/2","0","0","468812.262856746","0","0","0","0","0","0","0","0","0","0","150137.839304531","466403.704958594","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","162039.820667031"
"1321.7/2","122097.918194962","248628.090644053","411251.623018778","44787.3276255844","370452.50563943","428010.042831732","531999.747335214","163166.260087488","28398.836250458","428788.979210539","310462.733276987","447732.715516529","437392.445065374","431502.277086984","161566.40485223","43301.983115039","193096.059471493","20105.3981581961","423607.94292526","251528.381689264","0","293851.9518","48944.7128247071","351748.685778661","279122.419912234","415692.9745855","437171.712693538","202192.592595209","143003.352634461","359399.901114581","312506.976872969","170920.610664242","627524.436466274","70275.804908285","112442.539667339","14166.5422928602","30575.8264348022","364491.642536548","650381.087998256"
"1322.7/4","67730.3372896202","57713.8474499838","8933.11040726735","14023.4929809876","111135.093831091","155859.794896899","138118.574845226","48841.5482032662","4888.30153124034","170363.764169455","97506.7654437814","113537.046056387","79669.9618212893","187547.934185636","0","80708.4350698553","115832.089636362","4609.19898587745","125744.380465966","101870.219614592","0","100144.009891406","41589.4059169278","78880.1061328972","49325.3060192689","174437.351447453","203928.352335294","78597.7863619998","42053.4422232422","152666.346585938","113462.252040188","14606.4400987069","76869.9763128636","0","45329.3009072201","0","146743.69604125","82211.3638649592","327083.660291731"
"1325.9/3","7322774.8948932","6008117.81038926","7883924.72796562","472283.817802658","62634071.0231003","47363098.9436045","24738739.9977982","28466947.7546951","179044.592464423","16723265.4205543","10030144.5764137","14619788.0827","20223401.4487964","19263218.8443299","17108810.8417804","17904890.6731357","13199664.1174536","688381.780552337","26530693.1024293","25838549.9187446","354694.593753524","15730638.2727703","5251224.77308401","65648463.8778187","8486532.31869588","9488930.72308314","9857635.79078741","6509506.3312784","6195012.72925727","19607127.3129583","8878702.35860481","5085959.73677116","57651485.5552166","931604.236410435","25778387.087375","1021869.37994803","97355816.3321292","58324433.6382115","12650168.2961476"
"1326.9/2","7008596.45906797","4888320.03699309","7653719.55764732","398782.23626041","36220867.2092488","37380625.6824607","28051871.1871385","20837655.0935035","167748.391089531","13185970.2718838","7481832.68021453","10829753.8909639","8268819.75219424","13770850.328667","15643961.0923611","16828525.1720833","7333464.79191823","509238.743065432","21771833.1608475","20174982.7292322","307902.985520923","14038286.4180122","5045077.04268325","53400511.5612374","8572106.86055078","7210610.63453811","8043386.29627256","73619311.575","4890292.04807161","14984958.2525614","7753482.35226433","4560310.24625157","45633260.5804173","806451.625337899","24528012.5260625","806855.153524141","88993073.0145514","41993965.7258877","9941404.75742684"
"1327.9/2","2185967.20432609","2121882.1657574","3383772.54668915","165800.115233601","16846112.0028119","15228569.1898727","8815284.21596307","8792629.19947012","64432.2505305843","5959333.7437921","3424334.57504793","4408042.73570835","3598656.45180858","6212420.98568844","6992607.15281406","7570934.02470871","3183545.21789266","227172.87856907","10094636.3468323","8663843.21010271","132250.13441476","6794045.29947278","2194468.01511638","27110669.8871352","2987834.43987891","3133682.14485105","3478901.08514591","35101101.364375","2138826.90680017","6421811.58365839","3478124.55914861","2119667.82266822","36281156.050586","305558.274060471","11081949.4703125","351499.96244288","43487077.4245431","19556369.4175199","4245668.2902659"
"1328.9/2","467835.679226374","535652.156789461","971921.257857091","10241.4271810123","5457960.3091259","3082416.03641331","4244611.49005781","2064312.90717341","19035.1217162991","1461226.74591786","856175.558454298","1148818.83771031","975844.569441211","1609125.1437968","2302039.10210996","2275189.94030228","767165.081369037","43015.2190310633","2057857.57826672","1892687.11245761","5437.05858181366","1964681.18637178","458412.327159757","8534605.33854489","773780.461560933","777964.798893883","880638.463274308","16226289.2380155","613006.344770013","1804200.05635564","1004399.49026803","585737.10441332","11385612.3073417","61536.7520300804","1703672.61665725","40307.4553490311","1314113.27158032","5129218.69600525","1115971.48216623"
"1347.9/2","26211345.5128262","24835252.5507476","30927415.1543182","8627880.02038357","51041546.3098494","43838578.2651678","57075424.3710408","29952257.2773375","8776103.36854315","43750991.6623779","27902961.7342969","46903435.4260685","47488879.5481621","49850133.8690075","27360059.3873899","65262013.5381893","23651508.3305824","12010158.5423208","48520650.9367319","35718420.0621808","13850714.0272797","38474574.5333296","19354664.7177737","61994866.7693859","31929833.5085324","50112864.0018437","49781222.2993934","55848924.2904061","19804115.0110953","61973850.4528965","66784832.3916856","30190945.9181282","41835170.9422605","12998399.9495073","27054677.3256141","11939052.4324093","19746678.832682","40846526.3187767","47597697.9526862"
"1348.9/2","22690014.1799415","22151932.4294151","28994833.59","6559023.32235376","44684445.4674101","40308477.5498303","50319367.3978291","25728571.1371453","8109539.70477987","39352099.6170282","23310264.5089671","38500468.9518051","41263324.5776846","44379062.1838346","24627543.1544112","60512529.40535","21508000.0713698","10548218.9054793","43184799.0483642","30556765.7930112","12493401.7586948","33989029.6621203","15189029.6293036","51709498.2147928","29404165.7140147","45210507.4168936","43663830.791486","47982733.026377","18639559.6786372","53322082.2231654","58743433.5594885","26154754.4896538","37680737.6721328","12312467.7626766","25733144.3501195","10079796.4006967","16209143.0953647","38170551.404295","40856516.5799704"
"1349.9/2","11223983.6829164","10760441.7643031","13657090.9668341","3713069.9049058","22054183.0251655","20658722.4011504","24682756.0797243","14419852.6080909","3793175.98119396","18916250.3405743","12485370.7917313","21664681.1652138","20333593.2039598","21280735.0235598","11934629.7107359","28366767.495108","10244752.99921","5090514.13163446","21064533.4637242","15088310.8002433","6011304.5928344","16145867.3188328","8373981.03764201","27140034.0724932","14873471.6774687","21558091.7842671","21525954.5068255","48274026.9480532","9087999.8408117","26851624.0497741","28808034.0416612","13025108.7059695","18413295.1341372","5503850.57157431","11932230.1654832","4998226.20653456","8556580.43453121","19269849.4990899","20523586.7047796"
"1350.9/2","3527150.30085266","3331767.30758709","4443323.05788268","1247824.18431513","6835942.11705823","6649357.39586628","7756068.95720316","4566035.69880315","1182090.73211208","5965282.93008925","4085560.48277514","7012887.42523166","6609404.17487754","7298327.98450182","3828194.79637768","8975980.76854777","3353229.60307047","1675560.16780269","6880019.9583904","5261905.5050062","1926008.35812352","5427029.66501905","2693385.58457021","8651802.62098239","4714141.60080485","6820641.48841965","7166116.44649622","7550024.64964994","2941008.55181009","9147254.62001513","9364698.69378809","4413310.1074383","6138471.1787316","1766519.34411762","3733651.25886465","1554451.48138052","2874517.19672523","5981492.4759837","6480776.50640331"
"1364.9/9","3832754.12112993","1971679.46081836","1503103.65650771","1658686.72948473","5691020.03679597","2233553.0338239","3601604.54018743","3963979.59507756","1011896.42055493","922309.349237993","905701.615926216","2061449.98988148","3360247.74012788","1577947.68351249","1676859.97691498","6269393.68341756","680428.781371124","1061755.90706721","2525696.90673126","1241971.93209424","2532150.19279307","1580119.01743588","2278167.60592446","6587091.52654409","3587615.29533179","3086397.26121318","2972164.64848135","2955768.58669746","2198540.48036625","3943490.36937536","4089230.61233923","4129350.99701105","3270666.03620651","1668425.30707518","1777672.48160341","1703316.64863238","2385270.21013292","3595519.56386","4831826.05114193"
"1396.1/16","391300.703849217","227331.026807371","452044.599498818","195860.668829245","397177.75895043","85265.8613032702","126675.009564297","587236.82207639","2596894.80304135","133488.546693444","25120.9655833617","134427.815271038","270280.38449771","15040.7079335779","23049.5009399415","1029822.98220164","344839.543171264","17249.5559180049","229061.923462206","19122.3664358154","167354.355256991","130129.886204492","396000.389450729","827004.162967285","953126.468067337","504423.345722758","633436.305432279","981865.728052673","194133.555505042","965757.912373919","739958.794745598","128036.280266933","495240.06693951","0","235153.355928278","225192.555481839","0","82955.8836436719","23691.9201888161"
"1402.8/2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27607.0021034931","7435.38855431311","0","8601889.68765875","1633907.34775122","6522081.65282129","0","0","0","0","0","0"
"1403.8/2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","53440.7454966951","5679.85846405177","0","6592280.10753771","1506032.39308056","7025386.27633058","0","0","0","7416.56857109595","0","0"
"1404.8/8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","782670.91413074","256790.907432838","0","8623057.55926104","63852.2585118748","4414361.58775854","0","0","0","0","0","0"
