"","BurAD24_1","BurAD24_2","BurAD24_3","ColTer10_1","ColTer10_2","ColTer10_3","ColTer282_1","ColTer282_2","ColTer282_3","ColTer291_1","ColTer291_2","ColTer291_3","ColTer331_1","ColTer331_2","ColTer331_3","ColTer6_1","ColTer6_2","ColTer6_3","ColTer91_1","ColTer91_2","ColTer91_3","DyAD56_1","DyAD56_2","DyAD56_3","JantAD80_1","JantAD80_2","JantAD80_3","PaenAD87_1","PaenAD87_2","PaenAD87_3","PsAD210_1","PsAD210_2","PsAD210_3","SerratiaPRI_1","SerratiaPRI_2","SerratiaPRI_3","TSB-agar_1","TSB-agar_2","TSB-agar_3"
"group","BurAD24","BurAD24","BurAD24","ColTer10","ColTer10","ColTer10","ColTer282","ColTer282","ColTer282","ColTer291","ColTer291","ColTer291","ColTer331","ColTer331","ColTer331","ColTer6","ColTer6","ColTer6","ColTer91","ColTer91","ColTer91","DyAD56","DyAD56","DyAD56","JantAD80","JantAD80","JantAD80","PaenAD87","PaenAD87","PaenAD87","PsAD210","PsAD210","PsAD210","SerratiaPRI","SerratiaPRI","SerratiaPRI","TSB","TSB","TSB"
"157.1/78","5264.58317406476","0","3257.60500110313","3016.17251912979","0","0","0","1028.869217821","8162.64250976562","207294.993642411","0","1524.66460046172","3309.40605889186","81200.7520509341","1344.52102925722","0","0","0","592.147454962833","0","0","352275.111519057","0","0","0","0","0","38411.8523255762","0","343355.154296875","0","0","0","381559.527371721","0","1347.42299567047","214164.398168752","30445.5968237546","2016.28454426001"
"167/56","108979.899904373","120041.785751571","107009.75566207","194522.003112508","225693.100903315","681.890524607933","4550.45764876954","47354.8005419128","0","661.951725932503","13870.872746582","0","78439.5849861535","201085.788288225","55680.1943022635","13964.2485144313","4439.79661541748","279955.629845293","667.927809775923","1411.80382659473","29085.4183527483","33981.3988744872","21079.041805258","9595.27881355504","105669.402745888","50537.3286261491","74999.3893449046","9380.33507893005","1198054.28583417","16133.8930157984","115308.898769323","126050.22373981","137220.748480047","235859.67077396","191092.613529614","25868.7415557547","1717.47680868162","100608.658589209","143194.809904963"
"169/48","169652.734598726","141187.912575334","118183.100874401","140646.233238034","114794.689281393","0","54522.6157875427","2254.53535141392","0","0","73918.7772145541","625.013232058845","77746.634770695","105209.842541692","43182.8597573824","45238.0955553236","85404.7189160157","159753.777370595","0","0","55107.011621933","86270.2640915152","17719.9892190885","20954.3291729736","144023.101854633","117213.422287544","105076.289144329","114830.114538391","183365.794828654","37430.644764407","196376.144994953","168430.97636231","263988.73521348","227579.312783203","215949.40869703","60725.6286207687","31416.1879394531","162498.643247705","204552.051737401"
"170/79","3011.62600624142","0","928.169622478075","0","0","0","0","0","0","0","0","0","1620.27688466012","3696.20356773958","0","1439.84584909037","888.406427053269","0","0","0","0","0","0","0","3809.20167868026","0","0","9345.28545336915","0","5209.58906070698","6957.02457131259","0","0","10042.2169156184","4172.10731166112","918.745892850333","4623.19139160156","23663.0286205566","1941.19606368756"
"171.1/39","10555.2426548637","7116.56838664063","46523.3768847656","15625.1145445449","6596.43238420665","0","1164.24426372396","193067.659655496","4399.47837970784","0","18355.6520965576","0","8154.93012341469","24026.2622979736","1452.82341959432","19349.120165098","73812.0173950196","6291.9887452373","0","0","55076.769770595","49624.7540403125","0","56266.2864597149","17713.7445978746","6528.54925296083","4428.99404082155","21866.6079711365","14888.7410782373","5108.13970214844","18155.2931604335","22775.5238984521","0","99537.0743858479","58243.9085564443","0","1456.26117698712","8404.83467223511","31452.1085448368"
"171.1/49","103759.60667283","74531.8316727926","57733.7916520482","131307.131478071","34238.8023796808","0","20516.0973520869","52095.228584415","108147.326762256","192929.134421362","22758.4271784629","80009.1773104854","24668.5207221656","36313.5956553284","15453.9755122801","349047.809514362","302761.674593506","134816.828205318","7585.44247608269","0","4899.32237585815","196704.447411661","20156.6575913771","1056.01711007068","78623.8164195299","109499.68768032","91400.6445438773","106009.328613281","104548.578050542","160340.967484848","124693.632159153","127548.214741231","130265.646010632","373141.344343878","338781.689154149","169655.16563484","300944.966535727","11595.6564793091","90361.2401166798"
"173/25","69729.1831690706","14751.3381547965","11155.1457344613","49921.7296088793","25635.0377648714","0","23405.1101834776","35926.8053178772","39741.9477633072","0","10093.7774293721","0","21240.6908747992","110598.811553009","6351.31433357787","50303.1606271025","65939.476640625","27700.3616414488","0","853.082234981664","45375.9434957682","34038.774609375","2508.1298140781","3353.59803199584","83413.1733227588","35231.9607748357","39799.5367687577","43958.1602183024","40692.3319059448","99958.1105980016","106743.179618231","75727.2956414241","74245.8399649345","15528.0126955078","117648.793723215","44271.5744513044","0","162290.738805217","44969.175857544"
"175/44","42204.0983246466","27811.8997683919","14287.3022455826","107833.507449925","26763.6106446102","0","14326.0261202946","0","0","0","15581.3659536969","0","49888.0759062849","96305.8090606655","4309.26690892503","12498.282490997","18969.0939616796","47803.5412878916","0","0","21506.6444986979","73707.9327934961","2419.84266979496","1565.43996863428","73344.9263135498","58424.2828431888","44041.6110598492","46493.3678744922","52029.1863271811","12483.9218946838","59024.4910429856","129945.884560803","52508.385980878","14767.2380181885","80821.4721194624","36272.8421548214","659.911177321337","276171.448531417","152088.462876555"
"177/38","147671.226230077","62248.8550155047","7896.2451520459","62594.4430927065","41573.0514996778","0","32454.6069994778","46755.5236656942","12779.7753660995","0","9178.3768003237","0","49667.8527814209","221868.962356708","9777.42150682457","44651.5160582273","16904.0321015625","15799.7082718213","0","0","35026.0345192209","48662.8227659347","674.644861907512","9560.16339283565","190655.207659422","14078.0164472656","49550.5792141967","142071.099566602","89792.1568195283","325020.65666687","344106.830283214","137562.466576664","165315.849209511","8939.84964988403","349582.865374251","112933.58808765","0","5415.47653756592","141874.460724354"
"179.1/31","1013369.60405791","316858.76115982","77945.5093643249","274664.858554356","506172.933092746","0","171843.350376343","81101.987840683","0","564.60001402949","49356.0930729114","0","4706.69953110718","78811.091202956","25947.3387500523","301672.849676609","100046.739638672","56731.4091277949","0","984.160619187314","80891.5960961914","37051.7445336914","2816.18603491987","118553.997317243","1005844.20078016","297984.660317127","246859.805227468","301663.185173844","399435.55356243","1715427.32352051","999698.787894077","414512.389908463","532840.000189802","5129446.49103516","606269.688995255","5426.47826060761","12106.435083726","15942.7201072022","706731.252733556"
"181/40","3537755.21356323","2540227.47696205","31070.7701790324","4645061.56751593","104717.825594401","0","1123461.95101607","0","0","0","9798.98643115478","0","1118649.78479955","1934423.31693209","1576580.72706741","1090778.2508224","66415.9723945313","6743693.57295574","0","42369.9628685298","928952.686574707","1116158.31072895","508903.290564562","241577.293276254","28441.9873656738","1564407.21241221","2163886.71626464","2230246.43354883","22068.714953125","705575.647083252","3270128.10417416","14217.0830859375","30377.5146223828","5167891.7521875","4926795.22895365","976430.112644255","0","1876352.29930801","4147414.77728555"
"182/41","196353.478979649","142326.139596657","102132.757301756","277803.093856002","273440.921659852","563.880380269157","73581.4746414022","155076.466461179","0","0","87089.0933643574","0","59321.7660802023","80527.040112023","91253.9408953177","107817.323087994","41110.4273253087","322328.294088458","0","0","106025.512717285","11520.5023512697","20586.3367683644","12425.7540673392","168222.843104746","74638.4465014477","123012.69162369","100863.329859961","276226.036559832","68819.8754206848","187156.246515207","117358.125638827","22403.087746875","315460.805611417","284465.432306155","46510.8795475244","3868.69703586556","200866.366404785","269362.605425276"
"183/46","67379.3078935519","50152.0151007688","81492.0836132813","16033.0328852539","82311.7879772559","0","20542.7238341309","58779.473208196","17219.0649377441","0","196620.122682156","0","15678.9792719204","22510.9828955078","43567.3137720128","116782.170007935","15897.8393553477","101438.591345355","0","0","22109.0801881592","94992.3268059814","6635.90145789133","43814.42658479","46664.187737898","22676.9313482763","36392.9386108462","111684.68576023","52632.9405161714","11067.83782474","45338.2484059399","41683.0259282193","63892.614258673","105874.402330201","90729.8707844019","34988.953119362","0","7229.48865970178","54498.3550955965"
"185/47","78615.7342224811","21103.9112305824","42214.7990980748","104100.495243638","40059.9161416017","0","5916.25311421998","0","27900.3324586136","0","16669.3827923809","617.982253194288","44684.5107612012","49011.1451231689","1566.10737474017","25748.0622768362","13335.1064099121","144348.734449369","0","0","134320.281262207","109106.326818591","13861.7515682727","14452.7115364868","62854.9771240235","25111.4614689695","65823.0529631434","33414.7309313192","41871.1899273493","80997.6584667331","91150.2713868706","36646.8660245291","47001.2606610803","110544.413178079","91982.2899416255","31604.7775860692","705.095158309986","228482.631328335","89457.5767906684"
"186.1/45","8333.58647737399","1282.22893752274","0","29052.4682587271","119966.605788271","0","0","0","0","0","4034.51643949561","0","18827.7536383495","18100.6681993455","1132.58397541719","779.989608319049","5050.5481993103","27512.4634976499","0","593.814977705013","7627.70969337504","16796.313220703","4352.86556804713","949.15152133943","258919.281118809","224494.232389699","205306.744132757","90170.4152248046","31626.8091286998","188489.158979492","536141.535770825","788642.835420333","505550.649999508","17548.5923378369","218551.155970546","174403.776739219","0","26519.8827480591","11661.3207410434"
"187.1/42","122202.301275263","106550.549986651","74799.3195212676","166244.775616134","87297.9860343859","0","31840.393049176","40081.4250796509","120705.317407227","1456.8125127987","11586.0808369954","479.343875149207","62413.0940099228","89472.5508852957","20415.4912742553","50626.4989678524","63157.731328125","178370.566975122","0","0","47349.8433943685","60567.94070479","5592.63964255961","10965.5509208144","120319.081202148","76995.9761939846","99733.2166645349","5156.67401232422","127632.592292322","35314.8369325474","155842.198075533","166780.412562138","143837.162051837","212183.474726562","175939.874389706","53375.8472705577","7111.83244675697","256786.946225718","221582.01259638"
"189/37","26655.8275792027","9917.60719266389","4122.24525864707","56035.5811835629","63082.9188405326","0","13032.3002768996","45538.3395291138","740.366408211489","519.355228771828","41803.6030559748","0","34890.6080406839","62610.7358053049","7889.40104036575","23392.8380716651","8407.30563019461","30908.6988512946","0","0","50207.8746676975","67422.547802251","0","11986.8814619766","20879.0614538086","7687.29240366595","11252.3460019255","121175.145274658","213013.20269272","84662.8246643067","42385.6200734532","37605.1534492265","18279.1471418937","180703.852670898","65892.214947287","15677.3246547299","0","173001.183807275","72022.9970474971"
"191/40","41914.9401579706","41666.0489579197","0","213224.678352978","1495.24507049025","0","106301.675235623","457582.04748269","0","0","21294.256028246","0","191293.71105424","156239.822497559","48542.4197459738","144047.679116202","535149.235195313","110141.277501807","0","0","13594.4373535675","4066.61572234472","0","0","0","2084.23822067976","20755.9703007519","25517.296603847","46426.4850454921","33088.3176321952","0","3048.20635935583","0","256144.504127741","31909.8324072266","4349.01928649556","0","4403.1984387207","329719.31195348"
"193.1/53","10576.1795986328","4874.28691948368","42908.4466719635","132068.648038453","2989.76513006786","0","3861.83547624268","0","21604.4264863281","0","6386.13812158204","0","11210.8694300491","50605.6553445007","695.523321244866","3407.15364296265","24156.4864663086","180298.250463409","0","0","16520.9531992187","10575.7991577174","23493.591799933","0","0","18328.6154207131","57823.9861024819","29782.5947447266","45195.1373394206","5751.05366657654","31014.7716242342","67492.588028531","16442.7930631836","25271.5224240776","8946.45418471346","1410.86247774772","0","35578.3484159186","78852.038514067"
"194.9/42","10470.4094634082","72900.3427688777","3472.82833050567","10375.641176906","50111.9458496582","0","1523.36458894158","104662.765960251","0","0","3574.49543665489","0","133219.9475","25103.6889183278","0","76663.0553465259","14173.7436957307","0","0","555.65857876048","12123.5471398499","3192.49831848312","0","2001.9697610011","20502.6040216117","0","5113.6728930614","21496.9203632813","36532.1835204865","50562.0557168367","340074.188801302","5890.11456494778","19691.8755100857","502757.073758789","22658.3114046354","129469.356127832","486.410388157144","98639.3239526122","3045.32057166269"
"195.1/35","229967.972969039","183957.942628288","120312.299862067","203775.142313471","140945.178343315","0","59386.1059013713","30919.4000388215","18588.3933558716","0","83799.9010433714","0","65410.1439721225","58048.3557053839","37446.6525166389","98188.7777232464","43330.8294336914","140442.206614264","0","2975.27512420947","40522.693038737","16974.1021083679","14449.7293196456","27573.4353125","231896.453280486","171055.907813342","245135.754827428","127762.010427759","189173.924538722","95153.9120952681","267527.191448726","280610.701302249","302852.401153047","136491.60981953","245601.672098288","91880.5460004956","5803.74808320844","150230.956927141","253206.368946128"
"197.1/44","149895.735221427","126945.827468368","117787.182723156","16257.7505839844","109504.559091836","0","67729.8493441068","24469.9049593099","22013.0478816116","0","34331.6373097552","0","7230.03101196289","96371.0739648438","18181.3904102053","38509.7006416504","46893.4203076172","128497.662304118","0","0","35332.7776017704","23938.0231054687","13224.4189284961","40046.31814198","140516.766429643","144869.386598882","218552.803897656","109622.718928601","153367.23301129","82345.6104614258","212341.181570678","275997.143491299","268437.556948712","131831.198493513","184331.843521238","83575.1256819756","3971.73945814047","5376.25381754761","10052.1630636621"
"199.1/45","68865.7173135458","33367.9765222464","23158.2811577991","95483.8729932761","42276.4170264226","0","4184.55565466309","0","128779.405909017","1839.52981830404","11105.6269559298","0","54452.7799599497","43659.8883551897","10991.8499789251","267264.749996504","222440.46868103","56925.9059250608","0","0","9818.12524156859","30467.5783998535","3518.20809102687","6286.66583498937","217469.283925031","16916.2527820801","39641.459043644","44214.7234034302","41452.0791265052","19288.3688854215","97651.7430204579","62315.7622753959","53763.9035425761","105935.862551145","59877.955775531","504986.734581511","9178.42799787736","5293.10303521118","228569.746237807"
"200.1/40","9676.83208318139","1871.3579310514","0","193211.537871825","182981.720158078","0","18851.3502179342","3607.57072227584","0","0","41493.5075096111","0","79249.9170882609","90241.8362232923","13706.2048131331","62425.6108598189","32635.2311103516","106469.316064376","700.33080077637","0","15802.3894754028","17681.1799203746","5462.61117888207","8931.30123522199","505808.371243639","14046.8999633789","440658.020161539","88930.5106567749","26741.9401094908","53365.4304852539","457458.492822268","697987.062382221","471435.956751646","112864.410882597","206539.81900334","183029.494652063","569.102056897653","41620.3539562312","113468.713765232"
"201.1/33","25982.2506331913","18610.4575875099","9065.00528259277","35260.0260393774","11468.7200023849","0","4356.83599898592","19826.8013711548","0","0","9698.70905171712","0","17167.6395220822","47574.2764137817","2693.6137647992","7765.83149834431","46239.0244189453","33571.8151203168","0","0","20050.3934595581","53183.6592919921","1932.6416581978","603.259250405245","23466.3606786216","22026.3535821935","13999.6571480781","49323.0849434428","21454.407721851","32662.4074124146","35279.1868151814","35180.6280806769","27696.055191983","55522.9935746765","39195.277345676","14617.975476124","5751.42081628647","166025.1462104","48284.764282465"
"202.1/29","12414.9359356346","0","0","7284.95555656403","52758.6643958953","756.636116990412","7681.80233114381","0","0","0","10706.1484065755","0","11971.6590045987","11759.420147594","1065.11858354229","0","496.794885903853","5492.8653484378","0","0","11374.4697941009","31258.572890625","699.923898059584","574.138179661124","93122.166698782","21586.564281383","45967.5274979789","564332.270022754","43615.6907902896","184946.136501465","143577.575988907","89040.7806987671","86332.0193098951","220209.368719736","539850.388268288","151272.734100206","0","10530.0048416313","4746.91503570643"
"203.1/48","42859.2292512146","16458.7216849463","11429.0187235411","39806.8471429082","45183.8795231401","0","22010.7309491546","607.249183507636","0","0","31330.4334105358","480.656715205475","50000.210819744","81790.0848366881","4052.17729086871","12151.3204794874","14662.1901907866","36702.8077604942","689.474539708812","0","26470.9276171875","48378.386334259","1242.71006598941","0","32530.6791234332","14069.3767786031","14900.0992408496","38979.2372959188","17902.2727322289","13801.0045914126","58735.4050613213","43905.1670437421","36477.0295023076","205017.606625976","77951.5255112356","7181.16846264649","595.117167291697","155319.187781243","65714.3475265801"
"207.1/43","464360.028629914","415932.687377745","310485.581630591","50709.0963080241","329816.454439147","0","66004.1293509486","0","0","11690.9629012044","146526.918408203","0","4970.20715112305","114840.834368906","52683.9064707328","80824.9979488528","99306.8026409179","423796.689688452","0","0","45961.5594164167","30293.3611267185","20060.4432160091","100733.472806201","352305.560592882","428674.141321006","553408.566751763","313057.951251856","484967.008226583","129636.257513898","470297.777832548","691375.444240153","652058.722957348","124692.220306456","539414.950313421","166802.079742354","1841.31292246148","159057.16759257","605455.966102635"
"208.8/64","165286.889318175","0","58489.9952814229","0","0","0","0","0","0","0","1366.01154713977","0","9862.01015122561","1530.24471794566","0","0","0","0","0","0","24191.3753725767","0","0","37459.4452216507","353610.819570257","469984.600125683","14747.2321686098","43540.6755733399","3901.44174747262","0","329665.508474089","344216.290010205","251534.1984201","0","278951.218305109","46034.5522294715","0","0","57849.064063821"
"209/36","317695.878639215","8017.2477604541","83255.4291228621","294064.577984549","232538.577664574","0","294696.138933149","347074.050911584","0","0","76185.0632284447","584.072100649792","345639.345854193","383892.110991211","80302.3320808656","345337.233981957","423781.888359375","14392.1556357829","0","0","220768.466488211","258332.385796875","12722.7608077468","31170.005739618","525862.809448317","160884.306878264","194835.657628298","150820.525149432","16762.3500585791","718855.178786621","522584.301121235","253014.447403548","362096.786926712","1414932.8636313","16161.7448055469","81371.6597053166","0","12928.1035956104","839898.593584088"
"210/57","16431.752982844","0","12623.8062973612","0","41957.4956300855","0","27068.7339071184","0","0","0","27360.6339761353","0","15599.4811617499","13423.2035809234","840.504443990649","6205.82512462686","3170.90811477974","21767.7255771449","0","0","57099.1001449585","2074.17829916875","0","0","17522.8705913074","0","2276.82516110355","14349.4492333984","0","32572.6224170685","14115.0884556935","3535.34731026659","7105.28960957099","14828.7853845215","14381.2848696811","0","0","45204.4729813766","0"
"210.8/54","225152.281900139","88075.5181575521","72651.4213982599","0","2410.91286390333","0","2766.40386863319","8739.94780856323","0","0","9162.62208793945","0","4368.26215955801","0","0","0","8129.84686359864","0","0","0","35211.9397569057","0","0","4377.5669929969","769311.385235962","608209.95033155","31138.2304091777","22630.6441928045","12709.1329960921","0","501604.71058012","417686.721803906","271246.785781176","0","243337.542036136","92939.4535875967","0","0","266517.30818564"
"211.1/34","164470.237530351","104883.351605926","70121.1681540303","166969.235806162","85423.3249716818","0","46154.0088849084","72811.4714080675","26099.2749267578","27398.1509776815","10070.4947792969","519.766399040047","83749.0409634747","43890.4078779808","27313.0292890607","92273.4526198969","49447.9549511719","124030.790377074","652.972073483009","3226.25822739364","29747.7181542533","28514.659483465","9772.20073771261","47046.7752201801","131976.629082542","109677.65395909","180986.778067712","81760.3827496893","152561.035627422","105641.155255704","197714.918213863","187519.713946771","200932.472209822","208974.95016903","209857.914557685","84608.6083079073","19740.3528470164","40981.4240302441","207201.940367677"
"212.8/50","107403.930498786","126184.088290107","0","0","0","0","0","0","0","0","0","0","0","0","0","13188.113982666","0","0","0","0","0","0","0","5165.12843256007","205973.71471663","382101.394338393","7910.81324276413","271529.330372205","5207.83079637913","1498.22150930165","170505.479892504","324455.397583168","137017.365657787","0","142289.073850992","59993.7068212624","561.259277000868","0","165871.763565293"
"213.1/41","89246.4477884836","87641.4787406567","7435.12964067993","128518.052003655","55909.6585321023","0","7251.35335367554","4488.03356868215","1107.64210725971","768.467073806562","49850.5645177007","0","12660.6896958724","25717.3361905343","8300.44932697155","84030.9796389496","65511.8821063232","16381.0772556152","0","0","1211.05187994521","28190.8839257812","9514.53530516953","93261.2616468119","50667.4971009064","97663.6561896596","135081.007788718","92006.6948074219","15610.5423643506","110848.237777793","231492.706959307","335586.651358534","130994.077812761","81520.2515363069","111393.763774633","44956.9918316364","7188.97395191342","75326.1099138044","116971.177840309"
"215/57","21343.9984237045","2073.59946557202","4199.84750541548","594698.097056996","34420.5867135123","0","56440.6587895898","0","0","0","87393.7596622802","0","41987.4673712494","61416.497813651","21613.1459099189","12823.9684088086","675372.417890625","21075.3834040202","0","1142.48803207669","61589.2809518772","87195.0109632519","0","0","71269.7696201869","25129.5157963524","1586.56004369569","47983.323411084","36174.9651876122","0","71301.8064719785","38477.6651200548","13433.8049426436","35448.0076407617","105551.804080658","13097.0739851368","0","178340.708397021","932264.524261527"
"217/51","6646.9445989194","2799.59622521866","8682.88863543421","418359.585275329","731239.733229985","0","177106.842170139","0","0","0","9145.05226722656","0","14343.8132036133","55179.7709956421","17748.0994549608","296489.478094069","199601.473271484","17036.5243168408","0","0","18819.6145033984","49200.9582513135","0","0","6120.08600942465","3115.36497139893","8845.41706414614","45778.5281491252","3314.43110864796","29187.6587681112","10404.9656916643","15327.3410231075","0","36994.6487463749","64228.3245689433","12029.8445502776","0","111314.98496258","295635.775791407"
"223.1/37","306299.801330694","235516.343069505","178961.847437559","347708.084779022","189980.268443163","0","82967.8258945313","724.952795513556","28247.4308552734","19389.062713623","123109.841785726","0","52886.0526680285","64668.2899863443","30534.953138452","88624.1142576337","96119.9306663086","290912.25885611","0","0","53323.241636556","31033.1268383789","16855.0543958277","62079.4341458252","241301.099109337","238323.156324953","381738.758723319","260738.827159937","355039.44073957","73649.2660773054","325569.604904875","386244.646215886","465241.01137829","119859.754980057","383961.479281145","112545.758990576","3951.52690777357","155930.958140517","394684.200388874"
"225.1/34","132202.627573617","67038.1717276806","132657.846339111","68565.2642635691","29683.9188246966","0","6675.82144997803","11216.6431238434","18939.6717113251","1466.61135455384","21599.8691354413","0","22096.5338215129","36309.9241273717","8941.17344358439","35368.2459008789","25439.8433295898","46672.6305778488","0","0","0","10687.3562085137","6954.90272301075","13226.7746663334","88415.9532622645","13383.242578125","75276.9074850138","79720.3322302246","67784.6139136758","65547.5653174316","133323.657463729","89962.2679805383","85879.9170481684","306432.992393697","95988.4560208476","56114.578027786","9489.56179337157","47159.933998853","70456.2984158389"
"226/65","16250.6451235352","13147.8139833078","0","10643.8050142334","3194.68270473517","0","21257.8971093006","0","0","0","769.329363968689","0","2082.40898107528","0","0","0","1620.2358336281","3750.76895782631","0","0","81478.2381472439","0","0","1664.44315463305","18200.5014533773","10937.8730154834","14179.6311062481","0","5201.60129454685","933.283887666184","46516.9692988973","21708.3743462875","4913.57445828617","6389.28830688476","4824.48998197913","751.867837295693","0","336322.532009656","14677.4812936914"
"227.1/41","128957.914088225","91529.0139231118","65007.0097618869","228205.329834624","86480.7364004189","0","82631.46071646","1622.7911554139","93585.6637142903","595.690342595335","64991.4949602809","0","7695.31496953125","87328.167722168","27875.7892585106","185997.803209662","7834.39642537435","141684.262884483","0","0","52610.9105481829","78494.4738988738","8471.45485779247","24065.5671789429","329830.03596279","362453.161115945","137351.06370136","108616.572000998","119404.324475309","23723.5488970473","183820.142302565","167031.848757846","210474.925949201","156377.768114917","198641.709485551","84792.3635238479","2032.6923327148","175255.414534228","318660.377139387"
"229.1/57","58112.9650089214","40457.6749821389","19536.5000215595","46276.8576631848","41987.6212490201","0","11640.6818515625","0","0","613.86861962406","26393.0518228337","0","37813.7420810834","35850.963380896","3780.65028959792","9283.39343680664","16441.6894130828","50875.9180768575","581.533097470121","0","83544.8115310669","66693.6220995898","4219.70292872429","27545.2570647949","66360.5636935782","73330.1436401453","34890.9664331164","31726.6880860753","35076.8278415431","10556.845992398","123784.23040724","39633.9854216709","59683.9247857911","86334.7981542076","65242.5489780807","20206.2940043503","0","105561.452454883","89823.7389901297"
"231.1/53","13472.7218508646","4526.71686191112","7123.34501074218","0","8177.43795402833","0","13688.8866412304","0","0","0","45457.7987015991","0","19606.5456460013","37343.1357492335","2222.98425380358","9885.17572338867","6145.92675524298","13139.1989747286","0","0","21141.6881260718","38477.9302211975","0","14464.6839603223","25576.6695495117","0","2009.04583310569","20612.1407036133","155958.883122949","0","83706.7082613308","175108.490150097","168788.934829694","88544.7027076318","31457.4411332753","5032.87570077955","0","83653.9903578669","19187.8580516403"
"231.2/87","2330.82127987873","2246.604084382","1918.62656610425","0","0","945.914031478856","0","0","0","1141.75806803287","0","0","0","0","0","5082.1792222522","5110.27400071716","2921.87550366924","503.598452839742","0","0","4227.65422522924","0","878.585153384367","0","2377.9443088894","0","9703.99884598388","0","13937.2805198874","0","0","0","5504.98017738244","7554.9723105384","9552.27581492232","0","19697.6681741333","0"
"239.1/35","337778.510918102","282858.460025092","157117.962363069","410104.949151331","254634.436810122","0","48199.2653482222","45738.4165533523","4929.86239432983","27654.5788043213","104622.764291192","0","36801.0947234916","91994.8083525065","26935.2025379473","5385.11741259766","36782.5289282227","223637.881702458","0","1545.40976871343","0","53996.4162890625","23964.9652222754","140356.881471063","280585.632689435","262868.392145953","395573.162353207","18696.295480957","322342.246878391","13085.8631811523","365090.644684556","478101.167067837","446830.897257225","167306.596499744","381955.508084106","12792.06459375","31012.8274320625","45788.7969090576","458455.639220722"
"241.1/40","147102.894926765","134398.341668798","92278.3074144585","515772.827428351","104379.048523806","0","103545.926368591","163051.283187625","13320.9107201355","32995.798859139","118394.813537171","0","257125.305405182","259290.174918119","50777.7478256444","308546.685117726","119322.931516113","260486.622533526","0","0","67223.4798252651","44171.297993484","15191.0617417772","36564.9157752197","605940.406417181","968629.465918887","242490.284341629","143053.399353113","168751.200499772","68706.5433554827","200719.525578481","254935.912428372","14657.2595165625","3685.16984521484","177597.506810199","135781.694980848","163115.170411835","75350.8626627441","530139.974964606"
"242.2/41","923714.797955926","901753.829796221","513967.389268179","1144912.15090569","469492.124599059","0","161535.972107589","163561.884132147","9849.14958978755","9557.90663632642","284174.295031893","0","144705.511798978","268677.089556362","156954.139975409","162088.090041209","275642.340996094","1094500.7789674","0","0","176433.717905971","140473.93109613","58143.9114163741","115494.0253573","646999.872716623","14601.0503921509","876186.526845768","743021.050896533","1137037.58511984","198811.493440625","18990.8952037793","1113586.02910529","1145727.63279721","359215.282641601","736596.9442779","430460.409922481","18760.7544307869","89092.4134948731","982202.125401356"
"243.1/37","78489.7689148079","26392.9710488335","21079.4032053126","50417.4433313154","33772.662710841","0","24383.4519771154","47091.554991991","830.90437802067","0","16158.5948179571","0","13858.8425045801","73481.4663700984","9438.27835409013","20672.0316555196","39880.9810546875","33517.4378148786","0","0","15597.1362911035","22512.6306738281","2885.14138413462","50025.6476012604","143966.840304519","128675.927726371","46307.8689965956","51639.2783349139","30864.0111007874","42634.7992483154","124645.268319105","61199.1732276396","70295.3063560249","477488.435112264","28354.7338538574","36298.20039487","0","123291.406816929","77578.3845160796"
"244.1/27","69237.8709679431","14013.4759842642","8604.69119354925","128308.422438025","46144.411016178","0","28388.5363981848","99695.1971373487","52710.4126302451","0","24172.9725922597","0","53923.7908300264","134763.482375663","14004.1133155795","81207.794090106","73799.4393896485","45442.6795204733","0","1238.33693158033","44761.8051757812","25881.7601334961","9238.05478944064","2814.95616303245","143667.902710181","92406.9377703695","133122.36922008","64927.94235","39213.4024482383","95931.9451431275","164442.885609219","191876.50538008","120304.546068633","454716.361134778","280274.003182123","121980.340619233","0","74236.4655047381","108156.881566736"
"245.1/50","46653.0254482308","16961.8701905608","20665.6626839787","18755.2894404061","35804.4844925698","0","14812.745074227","0","0","0","41514.8336486816","0","54903.1351504688","103294.198558115","2189.46206402369","25864.7410869943","8371.78340446064","47239.8259245283","0","0","57476.0429108853","44494.4793566467","2150.40733875926","2341.57116145274","43779.5563789807","27165.6787479501","26523.0562524849","7190.97221783692","21173.6721049038","13430.6046778717","49343.8227102023","14209.9770439453","26603.386263326","111467.066932983","75056.4980863869","15136.488123138","0","61637.0097684814","94521.8234433837"
"247/58","19512.6019041746","12598.0850915757","2071.95868447423","0","20524.2693192077","0","7532.91049213521","0","0","0","9683.52613516226","0","12764.4100175891","19377.2675919151","0","8300.49549921143","11001.313757843","3468.68368436183","0","0","29164.9936474609","3923.70824961364","0","651.280386952062","15286.2745103559","1949.85217619939","4213.02888613741","23853.8847070313","3398.4422452668","0","12293.4920574725","4067.31782005594","27623.53588244","16774.150440283","32820.6735537513","723.12712136521","0","26870.9886087153","11236.9675309307"
